Reference;Family;Genus;Species;Binomial;Group;life_span;growth_form;sla;sla_sd;sla_se;max_height;min_height;herbivores;tm;tm_var;tm_sd;tm_se;occ;Complete Reference
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.594;;;0.022;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.402;;;0.03;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.618;;;0.041;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.57;;;0.032;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.437;;;0.046;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.592;;;0.024;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.7;;;0.043;137751;Moses M. Muraya, Evans Mutegi, Hartwig H. Geiger, Santie M. de Villiers, Fabrice Sagnard, Ben M. Kanyenji, Dan Kiambi, Heiko K. Parzies. 2011. Wild sorghum from different eco_geographic regions of Kenya display a mixed mating system. Theor Appl Genet  122:1631_1639.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.161;;0.038;;137751;Dje, Y., M. Heuertz, M. Ater, C. Lefebvre, and X. Vekemans. 2004. In situ estimation of outcrossing rate in sorghum landraces using microsatellite markers. Euphytica 138:205_212.
Moses_(2011);Poaceae;Sorghum;bicolor;Sorghum_bicolor;M;Annual;Graminoid;22.81;;;2.361668294;;1;0.069;;0.017;;137751;Dje, Y., M. Heuertz, M. Ater, C. Lefebvre, and X. Vekemans. 2004. In situ estimation of outcrossing rate in sorghum landraces using microsatellite markers. Euphytica 138:205_212.
Lamy_(1999);Cupressaceae;Thuja;occidentalis;Thuja_occidentalis;G;Perennial;Tree;4.49;;;20;15;4;0.24;;;;10068;Lamy S, Bouchard A, J_P Simon. 1999. Genetic structure, variability, and mating system in eastern white cedar (Thuja occidentalis) populations of recent origin in an agricultural landscape in southern Quebec. Can J For Res 29:1383_1392
Lamy_(1999);Cupressaceae;Thuja;occidentalis;Thuja_occidentalis;G;Perennial;Tree;4.49;;;20;15;4;0.335;;;;10068;Lamy S, Bouchard A, J_P Simon. 1999. Genetic structure, variability, and mating system in eastern white cedar (Thuja occidentalis) populations of recent origin in an agricultural landscape in southern Quebec. Can J For Res 29:1383_1392
Xie_(1991);Cupressaceae;Platycladus;orientalis;Platycladus_orientalis;G;Perennial;Tree;10.17092389;;;10;5;2;0.81;;;;3905;Xie CY, Dancik BP, FC Yeh. 1991. The mating system in natural populations of Thuja orientalis. Can J For Res 21:333_339. 
Xie_(1991);Cupressaceae;Platycladus;orientalis;Platycladus_orientalis;G;Perennial;Tree;10.17092389;;;10;5;2;0.68;;;;3905;Xie CY, Dancik BP, FC Yeh. 1991. The mating system in natural populations of Thuja orientalis. Can J For Res 21:333_339. 
Xie_(1991);Cupressaceae;Platycladus;orientalis;Platycladus_orientalis;G;Perennial;Tree;10.17092389;;;10;5;2;0.81;;;;3905;Xie CY, Dancik BP, FC Yeh. 1991. The mating system in natural populations of Thuja orientalis. Can J For Res 21:333_339. 
Xie_(1991);Cupressaceae;Platycladus;orientalis;Platycladus_orientalis;G;Perennial;Tree;10.17092389;;;10;5;2;0.69;;;;3905;Xie CY, Dancik BP, FC Yeh. 1991. The mating system in natural populations of Thuja orientalis. Can J For Res 21:333_339. 
ElKassaby_(1994);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;0.32;;;0.04;5675;El_Kassaby Y, Russell JH, K Ritland. 1994. Mixed mating in an experimental population of western red cedar, Thuja plicata. J Hered 85:227_231
Oconnell_(2001);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;0.173;;0.095;;5675;O'Connell L, Viard F, K Ritland. 2001. The mating system in natural populations of western red cedar (Thuja plicata). Can. J. Bot. 79:753_756.
Oconnell_(2001);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;0.918;;0.252;;5675;O'Connell L, Viard F, K Ritland. 2001. The mating system in natural populations of western red cedar (Thuja plicata). Can. J. Bot. 79:753_756.
Oconnell_(2001);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;0.826;;0.071;;5675;O'Connell L, Viard F, K Ritland. 2001. The mating system in natural populations of western red cedar (Thuja plicata). Can. J. Bot. 79:753_756.
Oconnell_(2001);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;0.968;;0.155;;5675;O'Connell L, Viard F, K Ritland. 2001. The mating system in natural populations of western red cedar (Thuja plicata). Can. J. Bot. 79:753_756.
Oconnell_(2001);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;0.946;;0.117;;5675;O'Connell L, Viard F, K Ritland. 2001. The mating system in natural populations of western red cedar (Thuja plicata). Can. J. Bot. 79:753_756.
Oconnell_(2001);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;0.771;;0.133;;5675;O'Connell L, Viard F, K Ritland. 2001. The mating system in natural populations of western red cedar (Thuja plicata). Can. J. Bot. 79:753_756.
Oconnell_(2001);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;1.257;;0.355;;5675;O'Connell L, Viard F, K Ritland. 2001. The mating system in natural populations of western red cedar (Thuja plicata). Can. J. Bot. 79:753_756.
Oconnell_(2004);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;0.741;;;0.04;5675;O'Connell, L. M., J. Russell, and K. Ritland. 2004. Fine_scale estimation of outcrossing in western redcedar with microsatellite assay of bulked DNA. Heredity 93:443_449.
Oconnell_(2004);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;0.662;;;0.046;5675;O'Connell, L. M., J. Russell, and K. Ritland. 2004. Fine_scale estimation of outcrossing in western redcedar with microsatellite assay of bulked DNA. Heredity 93:443_449.
Oconnell_(2004);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;0.744;;;0.033;5675;O'Connell, L. M., J. Russell, and K. Ritland. 2004. Fine_scale estimation of outcrossing in western redcedar with microsatellite assay of bulked DNA. Heredity 93:443_449.
Oconnell_(2004);Cupressaceae;Thuja;plicata;Thuja_plicata;G;Perennial;Tree;4.460095;;;60;30;1;0.778;;;0.04;5675;O'Connell, L. M., J. Russell, and K. Ritland. 2004. Fine_scale estimation of outcrossing in western redcedar with microsatellite assay of bulked DNA. Heredity 93:443_449.
Valdeyon_(1977);Lamiaceae;Thymus;vulgaris;Thymus_vulgaris;D;Perennial;Shrub;10.38;;;0.4;0.1;5;0.64;;0.019;;63361;Valdeyron G, Dommee B, P Vernet. 1977. Self_fertilisation in male_fertile plants of a gynodioecious species: Thymus vulgaris L.. Heredity 39(2):243_249
Valdeyon_(1977);Lamiaceae;Thymus;vulgaris;Thymus_vulgaris;D;Perennial;Shrub;10.38;;;0.4;0.1;5;0.51;;0.048;;63361;Valdeyron G, Dommee B, P Vernet. 1977. Self_fertilisation in male_fertile plants of a gynodioecious species: Thymus vulgaris L.. Heredity 39(2):243_249
Valdeyon_(1977);Lamiaceae;Thymus;vulgaris;Thymus_vulgaris;D;Perennial;Shrub;10.38;;;0.4;0.1;5;0.65;;0.029;;63361;Valdeyron G, Dommee B, P Vernet. 1977. Self_fertilisation in male_fertile plants of a gynodioecious species: Thymus vulgaris L.. Heredity 39(2):243_249
Valdeyon_(1977);Lamiaceae;Thymus;vulgaris;Thymus_vulgaris;D;Perennial;Shrub;10.38;;;0.4;0.1;5;0.9;;0.019;;63361;Valdeyron G, Dommee B, P Vernet. 1977. Self_fertilisation in male_fertile plants of a gynodioecious species: Thymus vulgaris L.. Heredity 39(2):243_249
Assouad_(1978);Lamiaceae;Thymus;vulgaris;Thymus_vulgaris;D;Perennial;Shrub;10.38;;;0.4;0.1;5;0.7;;;;63361;Assouad, M. W., B. Domm_e, R. Lumaret, and G. Valdeyron. 1978. Reproductive capacities in the sexual forms of the gynodioecious species Thymus vulgaris L. Botanical Journal of the Linnean Society 77:29_39.
Marshall_(1973);Fabaceae;Trifolium;subterraneum;Trifolium_subterraneum;D;Annual;Herb;25;;;0.2;0.3;1;0.002;;;;21552;Marshall D.R., P. Brou_. 1973. Outcrossing rates in Australian populations of subterranean clover. Aust. J. Agric. Res. 24:863_867.
ElKassaby_(2003);Pinaceae;Tsuga;heterophylla;Tsuga_heterophylla;G;Perennial;Tree;10.6807401;;;48.40964341;;1;0.946;;0.015;;5010;El_Kassaby, Y. A., B. G. Dunsworth, and J. Krakowski. 2003. Genetic evaluation of alternative silvicultural systems in coastal montane forests: western hemlock and amabilis fir. Theoretical and Applied Genetics 107:598_610.
ElKassaby_(2003);Pinaceae;Tsuga;heterophylla;Tsuga_heterophylla;G;Perennial;Tree;10.6807401;;;48.40964341;;1;0.922;;0.03;;5010;El_Kassaby, Y. A., B. G. Dunsworth, and J. Krakowski. 2003. Genetic evaluation of alternative silvicultural systems in coastal montane forests: western hemlock and amabilis fir. Theoretical and Applied Genetics 107:598_610.
ElKassaby_(2003);Pinaceae;Tsuga;heterophylla;Tsuga_heterophylla;G;Perennial;Tree;10.6807401;;;48.40964341;;1;0.921;;0.022;;5010;El_Kassaby, Y. A., B. G. Dunsworth, and J. Krakowski. 2003. Genetic evaluation of alternative silvicultural systems in coastal montane forests: western hemlock and amabilis fir. Theoretical and Applied Genetics 107:598_610.
ElKassaby_(2003);Pinaceae;Tsuga;heterophylla;Tsuga_heterophylla;G;Perennial;Tree;10.6807401;;;48.40964341;;1;0.925;;0.019;;5010;El_Kassaby, Y. A., B. G. Dunsworth, and J. Krakowski. 2003. Genetic evaluation of alternative silvicultural systems in coastal montane forests: western hemlock and amabilis fir. Theoretical and Applied Genetics 107:598_610.
Carromero_(2005);Scrophulariaceae;Verbascum;thapsus;Verbascum_thapsus;D;Biennial;Herb;12.1;;;2;0.3;40;0.78;;0.051;;105700;Carromero and Hamrick 2005. The mating system of Verbascum thapsus (Scrophulariaceae): The effect of plant height. INTERNATIONAL JOURNAL OF PLANT SCIENCES 166 (6): 979_983
Carromero_(2005);Scrophulariaceae;Verbascum;thapsus;Verbascum_thapsus;D;Biennial;Herb;12.1;;;2;0.3;40;0.72;;0.051;;105700;Carromero and Hamrick 2005. The mating system of Verbascum thapsus (Scrophulariaceae): The effect of plant height. INTERNATIONAL JOURNAL OF PLANT SCIENCES 166 (6): 979_983
Carromero_(2005);Scrophulariaceae;Verbascum;thapsus;Verbascum_thapsus;D;Biennial;Herb;12.1;;;2;0.3;40;0.68;;0.052;;105700;Carromero and Hamrick 2005. The mating system of Verbascum thapsus (Scrophulariaceae): The effect of plant height. INTERNATIONAL JOURNAL OF PLANT SCIENCES 166 (6): 979_983
Suso_(2001);Fabaceae;Vicia;faba;Vicia_faba;D;Annual;Herb;22.14;;;1;0.5;16;0.33;;;;53567;Suso M.J., Pierre J., Moreno M.T., Esnault R., J. Le Guen. 2001. Variation in outcrossing levels in faba bean cultivars: role of ecological factors. J. Agric. Sci. 136:399_405.
Suso_(2001);Fabaceae;Vicia;faba;Vicia_faba;D;Annual;Herb;22.14;;;1;0.5;16;0.62;;;;53567;Suso M.J., Pierre J., Moreno M.T., Esnault R., J. Le Guen. 2001. Variation in outcrossing levels in faba bean cultivars: role of ecological factors. J. Agric. Sci. 136:399_405.
Suso_(2005);Fabaceae;Vicia;faba;Vicia_faba;D;Annual;Herb;22.14;;;1;0.5;16;0.51;;;0.08;53567;Suso et al. 2005. New strategies for increasing heterozygosity in crops: Vicia faba mating system as a study case. EUPHYTICA 143 (1_2): 51_65 
Suso_(2005);Fabaceae;Vicia;faba;Vicia_faba;D;Annual;Herb;22.14;;;1;0.5;16;0.48;;;0.04;53567;Suso et al. 2005. New strategies for increasing heterozygosity in crops: Vicia faba mating system as a study case. EUPHYTICA 143 (1_2): 51_65 
Gasim_(2004);Fabaceae;Vicia;faba;Vicia_faba;D;Annual;Herb;22.14;;;1;0.5;16;0.542;;;;53567;Gasim, S., S. Abel, and W. Link. 2004. Extent, variation and breeding impact of natural cross_fertilization in German winter faba beans using hilum colour as marker. Euphytica 136:193_200.
Marr_(2000);Asparagaceae;Yucca;filamentosa;Yucca_filamentosa;M;Perennial;Shrub;24.18223941;;;5.576134662;;1;0.94;;0.06;;1719;Marr, D. L., J. Leebens_Mack, L. Elms, and O. Pellmyr. 2000. Pollen dispersal in Yucca filamentosa (Agavaceae): The paradox of self_pollination behavior by Tegeticula yuccasella (Prodoxidae). American Journal of Botany 87:670_677.
Massey_(1998);Asparagaceae;Yucca;filamentosa;Yucca_filamentosa;M;Perennial;Shrub;24.18223941;;;5.576134662;;1;0.961;;0.07;;1719;Massey, L. K., and J. L. Hamrick. 1998. Genetic diversity and population structure of Yucca filamentosa (Agavaceae). American Journal of Botany 85:340_345. & Massey, L. K., and J. L. Hamrick. 1999. Breeding structure of a Yucca filamentosa (Agavaceae) population. Evolution 53:1293_1298.
Fady_(1987);Pinaceae;Abies_borissi;regis;Abies_borisii-regis;G;Perennial;Tree;10.46935917;;;49.82284679;;1;0.94;;;;155;Fady, B., Westfall, R.D. 1987. Mating system parameters in a natural population of Abies borissi regis Mattfeld. Annals of Forest Science. 54, 643_647.
Drzewiecki_(2001);Amaranthaceae;Amaranthus;caudatus;Amaranthus_caudatus;D;Annual;Herb;19.67;;;1.2;0.3;1;0.173;;;;4159;Drzewiecki, J. 2001. Similarities and differences between in Amaranthus species and cultivars and estimation of outcrossing rates on the basis of eletrophoretic separations of urea-soluble seed proteins. Euphytica. 119: 279-287
Peralta_(2011);Cactaceae;Ariocarpus;fissuratus;Ariocarpus_fissuratus;D;Perennial;Shrub;23.32176191;;;4.568793629;;1;0.93;;;;242;Peralta, C.M., Mandujano, M. C.  2011. Reproductive ecology of the endangered living rock cactus, Ariocarpus fissuratus (Cactaceae). Journal of the Torrey Botanical Society. 138: 145-155.
Oja_(2003);Poaceae;Bromus;arvensis;Bromus_arvensis;M;Annual;Graminoid;12.8;;;0.5;0.15;1;1.09;;;;15763;Oja, T., Jaaska, V. Vislap, V. 2003. Breeding system, evolution and taxonomy of Bromus arvensis, B. japonicus and B. squarrosus (Poaceae). Plant Systematics and Evolution. 242: 101-117.
Oja_(2003);Poaceae;Bromus;arvensis;Bromus_arvensis;M;Annual;Graminoid;12.8;;;0.5;0.15;1;0.88;;;;15763;Oja, T., Jaaska, V. Vislap, V. 2003. Breeding system, evolution and taxonomy of Bromus arvensis, B. japonicus and B. squarrosus (Poaceae). Plant Systematics and Evolution. 242: 101-117.
Meyer_(2013);Poaceae;Bromus;tectorum;Bromus_tectorum;M;Annual;Graminoid;34.77;;;0.52;0.05;4;0.0027;;;;44711;Meyer, S. E., Ghimire, S., Decker, S., Merrill, K. R., Coleman, C.E. 2013. The ghost of outcrossing past in Downy Brome, an inbreeding annual grass. Journal of Heredity. 104: 476-490. 
Meyer_(2013);Poaceae;Bromus;tectorum;Bromus_tectorum;M;Annual;Graminoid;34.77;;;0.52;0.05;4;0.0043;;;;44711;Meyer, S. E., Ghimire, S., Decker, S., Merrill, K. R., Coleman, C.E. 2013. The ghost of outcrossing past in Downy Brome, an inbreeding annual grass. Journal of Heredity. 104: 476-490. 
Meyer_(2013);Poaceae;Bromus;tectorum;Bromus_tectorum;M;Annual;Graminoid;34.77;;;0.52;0.05;4;0.0047;;;;44711;Meyer, S. E., Ghimire, S., Decker, S., Merrill, K. R., Coleman, C.E. 2013. The ghost of outcrossing past in Downy Brome, an inbreeding annual grass. Journal of Heredity. 104: 476-490. 
Meyer_(2013);Poaceae;Bromus;tectorum;Bromus_tectorum;M;Annual;Graminoid;34.77;;;0.52;0.05;4;0.0133;;;;44711;Meyer, S. E., Ghimire, S., Decker, S., Merrill, K. R., Coleman, C.E. 2013. The ghost of outcrossing past in Downy Brome, an inbreeding annual grass. Journal of Heredity. 104: 476-490. 
Thrall_(2000);Brassicaceae;Cakile;maritima;Cakile_maritima;D;Annual;Herb;14.01;;;0.45;0.1;6;0.9;;;0.06;32749;Thrall, P. H., Young, A. G., Burdon, J. J. 2000. Na analysis of mating structure in populations of the sea rocket, Cakile maritima (Brasicaceae). Australian Journal of Botany. 48: 731-738. 
Thrall_(2000);Brassicaceae;Cakile;maritima;Cakile_maritima;D;Annual;Herb;14.01;;;0.45;0.1;6;0.9;;;0.08;32749;Thrall, P. H., Young, A. G., Burdon, J. J. 2000. Na analysis of mating structure in populations of the sea rocket, Cakile maritima (Brasicaceae). Australian Journal of Botany. 48: 731-738. 
Thrall_(2000);Brassicaceae;Cakile;maritima;Cakile_maritima;D;Annual;Herb;14.01;;;0.45;0.1;6;0.98;;;0.06;32749;Thrall, P. H., Young, A. G., Burdon, J. J. 2000. Na analysis of mating structure in populations of the sea rocket, Cakile maritima (Brasicaceae). Australian Journal of Botany. 48: 731-738. 
Thrall_(2000);Brassicaceae;Cakile;maritima;Cakile_maritima;D;Annual;Herb;14.01;;;0.45;0.1;6;0.73;;;0.07;32749;Thrall, P. H., Young, A. G., Burdon, J. J. 2000. Na analysis of mating structure in populations of the sea rocket, Cakile maritima (Brasicaceae). Australian Journal of Botany. 48: 731-738. 
Thrall_(2000);Brassicaceae;Cakile;maritima;Cakile_maritima;D;Annual;Herb;14.01;;;0.45;0.1;6;0.99;;;0.07;32749;Thrall, P. H., Young, A. G., Burdon, J. J. 2000. Na analysis of mating structure in populations of the sea rocket, Cakile maritima (Brasicaceae). Australian Journal of Botany. 48: 731-738. 
Thrall_(2000);Brassicaceae;Cakile;maritima;Cakile_maritima;D;Annual;Herb;14.01;;;0.45;0.1;6;0.78;;;0.11;32749;Thrall, P. H., Young, A. G., Burdon, J. J. 2000. Na analysis of mating structure in populations of the sea rocket, Cakile maritima (Brasicaceae). Australian Journal of Botany. 48: 731-738. 
Thrall_(2000);Brassicaceae;Cakile;maritima;Cakile_maritima;D;Annual;Herb;14.01;;;0.45;0.1;6;1.12;;;0.12;32749;Thrall, P. H., Young, A. G., Burdon, J. J. 2000. Na analysis of mating structure in populations of the sea rocket, Cakile maritima (Brasicaceae). Australian Journal of Botany. 48: 731-738. 
Walsh_(2012);Brassicaceae;Camelina;sativa;Camelina_sativa;D;Annual;Herb;32.61274569;;;0.8;0.25;2;0.0015;;;;9298;Walsh, K. D., Puttick, D. M., Hills, M. J., Yang, R. C., Topinka, K. C., Hall, L. M. 2012. First report of outcrossing rates in camelina [Camelina sativa (L.) Crantz], a potential platform for bioindustrial oils. Canadian Journal of Plant Science. 92: 681-685.
Muoki_(2007);Theaceae;Camellia;sinensis;Camellia_sinensis;D;Perennial;Tree;25.9589093;;;3.621655838;;1;0.995;;;0.094;4887;Muoki, R. C., Wachira, F. N., Pathak, R. S., Kamunya, S. M. 2007. Assessment of the mating system of Camellia sinensis in biclonal seed orchard based on PCR markers. Journal of Horticultural Science & Biotechnology. 82: 733-738.
Chung_(2003);Theaceae;Camellia;japonica;Camellia_japonica;D;Perennial;Tree;25.9589093;;;3.621655838;;1;0.911;;;;6558;Chung, M. Y., Epperson, B. K., Chung, M. G. 2003. Genetic structure of age classes in Camellia japonica (Theaceae). Evolution. 57: 62-73.
Good-Avila_(2001);Campanulaceae;Campanula;rapunculoides;Campanula_rapunculoides;D;Perennial;Herb;74.15;;;0.55;0.2;12;0.565;;;;53356;Good-Avila, S. V., Frey, F., Stephenson, A. G. 2001. The effect of partial self-incompatibility on the breeding system of Campanula rapunculoides L. (Campanulaceae) under conditions of natural pollination. International Journal of Plant Science. 162: 1081-1087.
Bilgen_(2012);Pinaceae;Cedrus;libani;Cedrus_libani;G;Perennial;Tree;10.76735617;;;47.83056504;;1;0.94;;;0.032;1388;Bilgen, B. B., Kurt, Y., Kaya, N. 2012. Mating system in natural populations os Taurus cedar (Cedrus libani A.Rich.). Turkish Journal of Agriculture and Forestry. 36: 379-387.
Bilgen_(2012);Pinaceae;Cedrus;libani;Cedrus_libani;G;Perennial;Tree;10.76735617;;;47.83056504;;1;0.944;;;0.032;1388;Bilgen, B. B., Kurt, Y., Kaya, N. 2012. Mating system in natural populations os Taurus cedar (Cedrus libani A.Rich.). Turkish Journal of Agriculture and Forestry. 36: 379-387.
Guarino_(2013);Asteraceae;Centaurea;cineraria;Centaurea_cineraria;D;Perennial;Herb;25.76932423;;;0.929202674;;1;0.638;;;0.037;2900;Guarino, C., Salerno, G., Cipriani, G. 2013. Effects of fragmentation fenomena on the genetic structure and gene flow in Centaurea cineraria group (Asteraceae) in the Mediterranean Basin. Plant Biosystems. 147: 996-1005.
Lo_(2010);Rosaceae;Crataegus;crus-galli;Crataegus_crus-galli;D;Perennial;Tree;12.09064332;;;10;;2;0.3;;;0.051;6507;Lo, E. Y. Y., Stefanovic, S., Ritland, K., Dickinson, T. 2010. Fine-scale comparisons of genetic variability in seed families of asexually and sexually reproducing Crataegus (hawthorn. Rosaceae). American Journal of Botany. 97: 1014-1024.
Rong_(2010);Apiaceae;Daucus;carota;Daucus_carota;D;Biennial;Herb;18;;;1;0.25;36;0.963;;;0.013;336160;Rong, J., Janson, S., Umehara, M., Ono, M., Vrieling, K. 2010. Historical and contemporary gene dispersal in wild carrot (Daucus carota ssp. carota) populations. Annals of Botany. 106: 285-296. 
Li_(2012)b;Rosaceae;Fragaria;vesca;Fragaria_vesca;D;Perennial;Herb;18.46;;;0.3;0.05;19;0.236;;;;311167;Li, J., Koski, M. H., Ashman, T. L. 2012. Functinal characterization of gynodioecy in Fragaria vesca ssp. Bracteata (Rosaceae). Annals od Botany. 109: 545-552. 
Malvolti_(1995);Juglandaceae;Juglans;regia;Juglans_regia;D;Perennial;Tree;14.6;1.11;;25;5;15;0.977;;;0.015;66145;Malvolti, M. E., Fineschi, S., Morgante, M., Vendramin, G. G. 1995. Mating system in naturalized Juglans regia L. populations in Italy. In: Population genetics and genetic conservation of forest trees. SPB Academic Publishing. 305-308.
Stojanova_(2014);Lamiaceae;Lamium;amplexicaule;Lamium_amplexicaule;D;Annual;Herb;19.7;;;0.3;0.05;7;0.254;;;0.051;79804;Stojanova, B., Cheptou, P. O., Maurice, S. 2014. Does cleistogamy variation translate into outcrossing variation in the annual species Lamium amplexicaule (Lamiaceae). Plant Systematics and Evolution. 300: 2015-2014.
Stojanova_(2014);Lamiaceae;Lamium;amplexicaule;Lamium_amplexicaule;D;Annual;Herb;19.7;;;0.3;0.05;7;0.246;;;0.207;79804;Stojanova, B., Cheptou, P. O., Maurice, S. 2014. Does cleistogamy variation translate into outcrossing variation in the annual species Lamium amplexicaule (Lamiaceae). Plant Systematics and Evolution. 300: 2015-2014.
Stojanova_(2014);Lamiaceae;Lamium;amplexicaule;Lamium_amplexicaule;D;Annual;Herb;19.7;;;0.3;0.05;7;0.221;;;0.045;79804;Stojanova, B., Cheptou, P. O., Maurice, S. 2014. Does cleistogamy variation translate into outcrossing variation in the annual species Lamium amplexicaule (Lamiaceae). Plant Systematics and Evolution. 300: 2015-2014.
Stojanova_(2014);Lamiaceae;Lamium;amplexicaule;Lamium_amplexicaule;D;Annual;Herb;19.7;;;0.3;0.05;7;0.037;;;0.152;79804;Stojanova, B., Cheptou, P. O., Maurice, S. 2014. Does cleistogamy variation translate into outcrossing variation in the annual species Lamium amplexicaule (Lamiaceae). Plant Systematics and Evolution. 300: 2015-2014.
Funda_(2008);Pinaceae;Larix;occidentalis;Larix_occidentalis;G;Perennial;Tree;9.727019286;;;37.72595372;;1;0.97;;;0.013;679;Funda, T., Chen, C. C., Liewlaksaneeyanawin, C., Kenawy, A. M. A., El-Kassaby, Y. A. 2008. Pedigree and mating system analysis in the western larch (Larix occidentalis Nutt.) experimental populations. Annals of Forest Science. 65: 705-713. 
Santos_(2011);Anacardiaceae;Mangifera;indica;Mangifera_indica;D;Perennial;Tree;8.965406056;;;7.908777428;;3;0.91;;;;9405;Santos, C. A. F., Neto, F. P. L. 2011. Outcrossing rate between 'Haden' and 'Tommy Atkins' mangoes estimated using microsatellite and AFLP markers. Pesquisa Agropecuária Brasileira. 46: 899-904.
Knapp_(1993);Fabaceae;Medicago;sativa;Medicago_sativa;D;Perennial;Herb;33;;;0.5;0.2;47;0.77;;;;151990;Knapp, E. E., Teuber, L. R. 1993. Outcrossing rate of alfafa populations differing in ease of floret tripping. Crop Science. 33: 1181-1185.
Knapp_(1993);Fabaceae;Medicago;sativa;Medicago_sativa;D;Perennial;Herb;33;;;0.5;0.2;47;0.76;;;;151990;Knapp, E. E., Teuber, L. R. 1993. Outcrossing rate of alfafa populations differing in ease of floret tripping. Crop Science. 33: 1181-1185.
Knapp_(1993);Fabaceae;Medicago;sativa;Medicago_sativa;D;Perennial;Herb;33;;;0.5;0.2;47;0.75;;;;151990;Knapp, E. E., Teuber, L. R. 1993. Outcrossing rate of alfafa populations differing in ease of floret tripping. Crop Science. 33: 1181-1185.
